userid,password,residence_state,high_school_name,high_school_city,high_school_state,GPA,college_class,major_1,major_2,SAT_math,SAT_EBRW,ACT_English,ACT_math,ACT_reading,ACT_science,ACT_composite,SAT_literature,SAT_US_hist,SAT_world_hist,SAT_math_I,SAT_math_II,SAT_eco_bio,SAT_mol_bio,SAT_chemistry,SAT_physics,num_AP_passed
37_SC_54,37_SC_54!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2025,Mathematics,Philosophy,580.0,580.0,24,24,24,26,24,680.0,690.0,700.0,700.0,690.0,690.0,700.0,690.0,690.0,6
37_SC_55,37_SC_55!,SC,Ashley Ridge High School,Summerville,SC,3.7,2025,Mathematics,History,580.0,590.0,25,26,24,24,25,690.0,700.0,690.0,680.0,690.0,690.0,700.0,690.0,700.0,5
37_SC_56,37_SC_56!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2024,Mathematics,English,600.0,580.0,24,25,25,25,25,690.0,700.0,690.0,700.0,690.0,680.0,680.0,690.0,690.0,5
37_SC_57,37_SC_57!,SC,Ashley Ridge High School,Summerville,SC,3.5,2024,Mathematics,Psychology,600.0,590.0,26,26,25,26,26,700.0,700.0,700.0,700.0,700.0,680.0,690.0,680.0,700.0,4
37_SC_58,37_SC_58!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2024,Mathematics,Psychology,600.0,590.0,26,24,24,24,24,700.0,680.0,700.0,680.0,680.0,700.0,690.0,680.0,690.0,4
37_SC_59,37_SC_59!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2025,Mathematics,Philosophy,590.0,590.0,25,26,24,24,25,700.0,700.0,690.0,690.0,680.0,700.0,690.0,690.0,700.0,6
37_SC_60,37_SC_60!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2025,Mathematics,History,600.0,580.0,25,24,24,24,24,700.0,690.0,680.0,690.0,680.0,690.0,680.0,700.0,680.0,5
37_SC_61,37_SC_61!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2025,Mathematics,History,600.0,590.0,24,25,26,25,25,700.0,690.0,680.0,690.0,700.0,690.0,690.0,700.0,680.0,6
37_SC_62,37_SC_62!,SC,Ashley Ridge High School,Summerville,SC,3.5,2024,Mathematics,Philosophy,590.0,580.0,25,24,25,26,25,700.0,680.0,700.0,690.0,700.0,700.0,680.0,680.0,700.0,6
37_SC_63,37_SC_63!,SC,Ashley Ridge High School,Summerville,SC,3.5,2024,Mathematics,Philosophy,580.0,600.0,26,25,25,25,25,680.0,690.0,690.0,690.0,680.0,700.0,690.0,700.0,690.0,6
37_SC_64,37_SC_64!,SC,Ashley Ridge High School,Summerville,SC,3.7,2025,Mathematics,English,590.0,590.0,26,25,26,26,26,700.0,680.0,700.0,700.0,700.0,680.0,690.0,690.0,680.0,4
37_SC_65,37_SC_65!,SC,Ashley Ridge High School,Summerville,SC,3.5,2025,Mathematics,History,600.0,590.0,25,26,26,25,26,700.0,690.0,700.0,680.0,680.0,700.0,700.0,690.0,680.0,4
37_SC_66,37_SC_66!,SC,Ashley Ridge High School,Summerville,SC,3.7,2025,Mathematics,Psychology,580.0,590.0,26,26,26,26,26,680.0,690.0,680.0,690.0,690.0,690.0,700.0,680.0,680.0,6
37_SC_67,37_SC_67!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2025,Mathematics,Philosophy,580.0,600.0,25,26,24,25,25,690.0,690.0,690.0,690.0,700.0,680.0,700.0,690.0,700.0,6
37_SC_68,37_SC_68!,SC,Ashley Ridge High School,Summerville,SC,3.7,2024,Mathematics,Philosophy,600.0,600.0,26,25,26,24,25,690.0,700.0,690.0,700.0,680.0,690.0,690.0,680.0,700.0,5
37_SC_69,37_SC_69!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2024,Mathematics,English,600.0,600.0,26,26,26,26,26,680.0,690.0,690.0,680.0,680.0,700.0,690.0,690.0,700.0,6
37_SC_70,37_SC_70!,SC,Ashley Ridge High School,Summerville,SC,3.9000000000000004,2024,Mathematics,History,600.0,580.0,24,26,25,24,25,680.0,700.0,700.0,680.0,700.0,700.0,700.0,700.0,680.0,4
37_SC_71,37_SC_71!,SC,Ashley Ridge High School,Summerville,SC,3.7,2025,Mathematics,History,600.0,590.0,25,25,25,26,25,690.0,680.0,690.0,690.0,690.0,680.0,700.0,700.0,680.0,4
37_SC_72,37_SC_72!,SC,Ashley Ridge High School,Summerville,SC,3.7,2024,Mathematics,Philosophy,600.0,600.0,24,25,24,26,25,700.0,690.0,680.0,680.0,680.0,680.0,690.0,680.0,680.0,4
37_SC_73,37_SC_73!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2024,Mathematics,Psychology,580.0,590.0,25,24,26,26,25,680.0,680.0,680.0,690.0,690.0,680.0,680.0,680.0,690.0,4
37_SC_74,37_SC_74!,SC,Ashley Ridge High School,Summerville,SC,3.5,2025,Mathematics,English,580.0,580.0,24,26,25,24,25,690.0,680.0,700.0,680.0,700.0,690.0,700.0,690.0,700.0,5
37_SC_75,37_SC_75!,SC,Ashley Ridge High School,Summerville,SC,3.7,2024,Mathematics,English,590.0,600.0,25,25,26,25,25,700.0,690.0,700.0,680.0,690.0,690.0,700.0,680.0,690.0,5
37_SC_76,37_SC_76!,SC,Ashley Ridge High School,Summerville,SC,3.6,2025,Mathematics,English,590.0,590.0,26,25,26,24,25,690.0,700.0,680.0,700.0,700.0,680.0,700.0,690.0,690.0,6
37_SC_77,37_SC_77!,SC,Ashley Ridge High School,Summerville,SC,3.6,2025,Mathematics,Psychology,590.0,600.0,24,26,26,26,26,700.0,700.0,690.0,690.0,690.0,690.0,690.0,700.0,690.0,5
37_SC_78,37_SC_78!,SC,Ashley Ridge High School,Summerville,SC,3.8000000000000003,2025,Mathematics,History,580.0,590.0,24,25,26,26,25,690.0,680.0,680.0,690.0,700.0,700.0,700.0,690.0,700.0,6
37_SC_79,37_SC_79!,SC,Ashley Ridge High School,Summerville,SC,3.6,2024,Mathematics,History,590.0,590.0,24,24,26,25,25,680.0,690.0,680.0,690.0,690.0,680.0,690.0,680.0,680.0,5
37_NM_80,37_NM_80!,NM,Volcano vista High School,Albuquerque,NM,3.7,2024,Mathematics,History,580.0,580.0,24,24,25,25,24,700.0,700.0,680.0,700.0,700.0,690.0,690.0,680.0,700.0,6
37_NM_81,37_NM_81!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2024,Mathematics,English,590.0,590.0,26,26,24,25,25,690.0,690.0,700.0,700.0,700.0,700.0,680.0,690.0,700.0,6
37_NM_82,37_NM_82!,NM,Volcano vista High School,Albuquerque,NM,3.6,2024,Mathematics,English,590.0,580.0,25,26,24,26,25,700.0,680.0,680.0,690.0,700.0,690.0,690.0,690.0,690.0,4
37_NM_83,37_NM_83!,NM,Volcano vista High School,Albuquerque,NM,3.5,2024,Mathematics,Philosophy,590.0,600.0,26,25,26,26,26,690.0,690.0,690.0,700.0,680.0,680.0,700.0,690.0,680.0,5
37_NM_84,37_NM_84!,NM,Volcano vista High School,Albuquerque,NM,3.5,2024,Mathematics,English,590.0,600.0,25,24,24,25,24,690.0,700.0,680.0,700.0,680.0,700.0,690.0,680.0,700.0,5
37_NM_85,37_NM_85!,NM,Volcano vista High School,Albuquerque,NM,3.5,2025,Mathematics,Philosophy,590.0,590.0,24,26,25,26,25,690.0,680.0,700.0,690.0,680.0,690.0,690.0,690.0,700.0,4
37_NM_86,37_NM_86!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2025,Mathematics,Psychology,600.0,590.0,25,24,24,26,25,690.0,700.0,690.0,690.0,700.0,690.0,690.0,680.0,690.0,4
37_NM_87,37_NM_87!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2024,Mathematics,English,600.0,600.0,25,24,24,25,24,700.0,680.0,690.0,690.0,680.0,700.0,690.0,700.0,680.0,6
37_NM_88,37_NM_88!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2024,Mathematics,Psychology,590.0,580.0,25,26,24,25,25,700.0,700.0,700.0,680.0,690.0,690.0,690.0,690.0,690.0,6
37_NM_89,37_NM_89!,NM,Volcano vista High School,Albuquerque,NM,3.7,2024,Mathematics,History,580.0,580.0,25,25,25,24,25,690.0,690.0,680.0,700.0,680.0,690.0,690.0,700.0,700.0,6
37_NM_90,37_NM_90!,NM,Volcano vista High School,Albuquerque,NM,3.6,2024,Mathematics,Psychology,600.0,600.0,25,25,26,26,26,690.0,680.0,680.0,680.0,700.0,700.0,690.0,680.0,700.0,6
37_NM_91,37_NM_91!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2024,Mathematics,Philosophy,590.0,590.0,24,25,26,24,25,680.0,690.0,680.0,690.0,680.0,680.0,700.0,700.0,700.0,4
37_NM_92,37_NM_92!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2025,Mathematics,History,590.0,590.0,26,26,26,25,26,700.0,700.0,690.0,700.0,690.0,690.0,680.0,680.0,690.0,6
37_NM_93,37_NM_93!,NM,Volcano vista High School,Albuquerque,NM,3.5,2025,Mathematics,Philosophy,580.0,600.0,25,26,25,25,25,680.0,690.0,700.0,690.0,700.0,700.0,680.0,680.0,700.0,5
37_NM_94,37_NM_94!,NM,Volcano vista High School,Albuquerque,NM,3.6,2025,Mathematics,English,590.0,580.0,24,24,24,24,24,680.0,680.0,700.0,690.0,680.0,680.0,680.0,690.0,680.0,4
37_NM_95,37_NM_95!,NM,Volcano vista High School,Albuquerque,NM,3.7,2024,Mathematics,Psychology,590.0,590.0,24,25,25,26,25,680.0,690.0,700.0,690.0,700.0,680.0,690.0,680.0,680.0,4
37_NM_96,37_NM_96!,NM,Volcano vista High School,Albuquerque,NM,3.5,2024,Mathematics,Psychology,590.0,590.0,26,26,25,25,26,700.0,700.0,700.0,680.0,680.0,680.0,690.0,700.0,700.0,4
37_NM_97,37_NM_97!,NM,Volcano vista High School,Albuquerque,NM,3.6,2024,Mathematics,History,580.0,590.0,26,25,24,25,25,700.0,690.0,700.0,700.0,690.0,690.0,680.0,690.0,680.0,6
37_NM_98,37_NM_98!,NM,Volcano vista High School,Albuquerque,NM,3.7,2024,Mathematics,History,600.0,590.0,25,24,26,24,25,690.0,680.0,700.0,690.0,700.0,680.0,700.0,700.0,700.0,4
37_NM_99,37_NM_99!,NM,Volcano vista High School,Albuquerque,NM,3.6,2025,Mathematics,English,600.0,590.0,26,25,25,25,25,680.0,700.0,700.0,690.0,700.0,690.0,680.0,690.0,680.0,4
37_NM_100,37_NM_100!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2025,Mathematics,English,590.0,600.0,24,25,24,25,24,680.0,680.0,680.0,690.0,690.0,680.0,680.0,680.0,690.0,6
37_NM_101,37_NM_101!,NM,Volcano vista High School,Albuquerque,NM,3.6,2025,Mathematics,Psychology,600.0,590.0,25,24,24,25,24,690.0,690.0,690.0,680.0,700.0,700.0,700.0,680.0,690.0,5
37_NM_102,37_NM_102!,NM,Volcano vista High School,Albuquerque,NM,3.6,2024,Mathematics,History,590.0,600.0,26,24,26,25,25,700.0,700.0,680.0,690.0,690.0,680.0,690.0,680.0,700.0,4
37_NM_103,37_NM_103!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2024,Mathematics,Psychology,580.0,580.0,26,24,25,26,25,700.0,690.0,700.0,700.0,680.0,680.0,690.0,690.0,690.0,4
37_NM_104,37_NM_104!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2025,Mathematics,Philosophy,590.0,590.0,25,26,24,24,25,680.0,700.0,680.0,690.0,700.0,690.0,680.0,700.0,680.0,5
37_NM_105,37_NM_105!,NM,Volcano vista High School,Albuquerque,NM,3.5,2025,Mathematics,English,600.0,590.0,26,24,25,24,25,700.0,680.0,680.0,700.0,690.0,680.0,680.0,690.0,690.0,4
37_NM_106,37_NM_106!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2024,Mathematics,History,590.0,590.0,24,26,24,25,25,680.0,680.0,680.0,690.0,700.0,680.0,700.0,690.0,680.0,6
37_NM_107,37_NM_107!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2025,Mathematics,Psychology,580.0,580.0,26,25,26,25,26,700.0,700.0,700.0,690.0,680.0,680.0,680.0,690.0,700.0,5
37_NM_108,37_NM_108!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2025,Mathematics,Psychology,600.0,600.0,24,25,24,25,24,680.0,680.0,690.0,690.0,690.0,700.0,680.0,700.0,700.0,5
37_NM_109,37_NM_109!,NM,Volcano vista High School,Albuquerque,NM,3.5,2025,Mathematics,English,600.0,580.0,24,25,24,24,24,690.0,700.0,690.0,680.0,700.0,700.0,700.0,700.0,680.0,5
37_NM_110,37_NM_110!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2025,Mathematics,English,580.0,590.0,24,24,24,26,24,680.0,680.0,700.0,680.0,690.0,700.0,700.0,690.0,690.0,5
37_NM_111,37_NM_111!,NM,Volcano vista High School,Albuquerque,NM,3.6,2024,Mathematics,Philosophy,590.0,580.0,26,25,26,24,25,690.0,700.0,700.0,690.0,680.0,700.0,680.0,690.0,680.0,5
37_NM_112,37_NM_112!,NM,Volcano vista High School,Albuquerque,NM,3.7,2025,Mathematics,History,590.0,580.0,26,25,24,26,25,690.0,680.0,690.0,680.0,690.0,690.0,700.0,680.0,700.0,6
37_NM_113,37_NM_113!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2024,Mathematics,Philosophy,580.0,600.0,26,25,26,26,26,680.0,680.0,700.0,690.0,700.0,680.0,680.0,700.0,680.0,6
37_NM_114,37_NM_114!,NM,Volcano vista High School,Albuquerque,NM,3.7,2025,Mathematics,English,600.0,600.0,25,26,26,24,25,700.0,700.0,690.0,680.0,690.0,690.0,690.0,680.0,700.0,6
37_NM_115,37_NM_115!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2024,Mathematics,Psychology,600.0,590.0,24,26,25,25,25,690.0,700.0,680.0,700.0,700.0,690.0,700.0,700.0,700.0,6
37_NM_116,37_NM_116!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2024,Mathematics,English,600.0,580.0,26,24,24,24,24,680.0,680.0,700.0,700.0,680.0,700.0,690.0,700.0,700.0,4
37_NM_117,37_NM_117!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2025,Mathematics,Psychology,580.0,580.0,25,26,25,24,25,700.0,680.0,680.0,690.0,700.0,680.0,690.0,700.0,680.0,6
37_NM_118,37_NM_118!,NM,Volcano vista High School,Albuquerque,NM,3.9000000000000004,2025,Mathematics,History,580.0,590.0,26,25,24,26,25,680.0,700.0,680.0,680.0,690.0,700.0,680.0,700.0,700.0,4
37_NM_119,37_NM_119!,NM,Volcano vista High School,Albuquerque,NM,3.8000000000000003,2025,Mathematics,History,600.0,590.0,25,25,25,25,25,680.0,690.0,700.0,690.0,680.0,690.0,690.0,680.0,700.0,4
37_NY_120,37_NY_120!,NY,Island Trees High School,Levittown,NY,3.5,2024,Mathematics,Philosophy,590.0,600.0,26,26,26,25,26,680.0,690.0,680.0,690.0,700.0,690.0,680.0,700.0,700.0,4
37_NY_121,37_NY_121!,NY,Island Trees High School,Levittown,NY,3.9000000000000004,2025,Mathematics,History,580.0,580.0,24,26,25,25,25,690.0,700.0,700.0,680.0,690.0,690.0,700.0,700.0,690.0,6
37_NY_122,37_NY_122!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2025,Mathematics,Psychology,590.0,600.0,26,25,24,26,25,700.0,680.0,690.0,680.0,690.0,700.0,700.0,700.0,690.0,6
37_NY_123,37_NY_123!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2024,Mathematics,Psychology,590.0,580.0,24,25,24,25,24,700.0,680.0,690.0,700.0,700.0,700.0,690.0,680.0,680.0,5
37_NY_124,37_NY_124!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2025,Mathematics,English,600.0,580.0,24,24,25,26,25,700.0,690.0,700.0,690.0,690.0,690.0,700.0,680.0,700.0,4
37_NY_125,37_NY_125!,NY,Island Trees High School,Levittown,NY,3.5,2024,Mathematics,History,600.0,600.0,25,25,26,24,25,700.0,680.0,700.0,680.0,690.0,680.0,690.0,700.0,690.0,5
37_NY_126,37_NY_126!,NY,Island Trees High School,Levittown,NY,3.7,2024,Mathematics,Philosophy,580.0,600.0,24,25,25,25,25,700.0,680.0,690.0,700.0,690.0,690.0,700.0,680.0,690.0,4
37_NY_127,37_NY_127!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,Psychology,590.0,580.0,24,26,24,24,24,690.0,690.0,680.0,690.0,680.0,700.0,700.0,700.0,690.0,5
37_NY_128,37_NY_128!,NY,Island Trees High School,Levittown,NY,3.5,2025,Mathematics,History,590.0,590.0,24,25,26,26,25,700.0,700.0,690.0,700.0,690.0,680.0,680.0,680.0,680.0,4
37_NY_129,37_NY_129!,NY,Island Trees High School,Levittown,NY,3.5,2025,Mathematics,Philosophy,580.0,580.0,26,24,25,24,25,690.0,680.0,680.0,700.0,680.0,680.0,700.0,690.0,690.0,4
37_NY_130,37_NY_130!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2024,Mathematics,Philosophy,600.0,580.0,24,26,26,26,26,700.0,700.0,690.0,700.0,690.0,700.0,690.0,700.0,690.0,5
37_NY_131,37_NY_131!,NY,Island Trees High School,Levittown,NY,3.6,2024,Mathematics,English,600.0,580.0,25,24,25,26,25,690.0,690.0,690.0,690.0,700.0,700.0,690.0,680.0,690.0,6
37_NY_132,37_NY_132!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2025,Mathematics,History,600.0,600.0,25,24,26,24,25,690.0,690.0,690.0,700.0,700.0,680.0,700.0,680.0,690.0,5
37_NY_133,37_NY_133!,NY,Island Trees High School,Levittown,NY,3.5,2025,Mathematics,English,580.0,600.0,26,25,25,24,25,700.0,680.0,680.0,690.0,680.0,700.0,690.0,700.0,680.0,5
37_NY_134,37_NY_134!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,Philosophy,600.0,600.0,26,25,25,26,26,680.0,680.0,690.0,680.0,680.0,700.0,690.0,700.0,690.0,4
37_NY_135,37_NY_135!,NY,Island Trees High School,Levittown,NY,3.5,2025,Mathematics,English,600.0,590.0,26,24,26,25,25,700.0,690.0,680.0,680.0,690.0,690.0,700.0,700.0,700.0,6
37_NY_136,37_NY_136!,NY,Island Trees High School,Levittown,NY,3.9000000000000004,2024,Mathematics,Psychology,580.0,590.0,26,25,24,26,25,700.0,690.0,700.0,690.0,680.0,690.0,680.0,690.0,690.0,6
37_NY_137,37_NY_137!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2024,Mathematics,English,600.0,600.0,24,25,26,24,25,680.0,700.0,700.0,700.0,700.0,690.0,700.0,690.0,700.0,6
37_NY_138,37_NY_138!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2024,Mathematics,Psychology,580.0,600.0,25,24,24,24,24,700.0,700.0,700.0,680.0,700.0,680.0,700.0,680.0,690.0,4
37_NY_139,37_NY_139!,NY,Island Trees High School,Levittown,NY,3.6,2024,Mathematics,Philosophy,590.0,590.0,26,26,25,24,25,690.0,690.0,690.0,680.0,680.0,680.0,700.0,680.0,700.0,5
37_NY_140,37_NY_140!,NY,Island Trees High School,Levittown,NY,3.7,2025,Mathematics,English,580.0,590.0,25,25,26,25,25,690.0,680.0,680.0,680.0,700.0,680.0,700.0,680.0,700.0,6
37_NY_141,37_NY_141!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,Psychology,590.0,600.0,26,25,25,25,25,680.0,700.0,680.0,700.0,690.0,680.0,680.0,690.0,690.0,5
37_NY_142,37_NY_142!,NY,Island Trees High School,Levittown,NY,3.6,2024,Mathematics,Psychology,590.0,600.0,25,26,25,26,26,680.0,700.0,690.0,680.0,680.0,700.0,690.0,680.0,700.0,5
37_NY_143,37_NY_143!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,English,600.0,580.0,24,24,26,24,24,690.0,690.0,680.0,680.0,700.0,700.0,690.0,680.0,680.0,6
37_NY_144,37_NY_144!,NY,Island Trees High School,Levittown,NY,3.9000000000000004,2024,Mathematics,English,590.0,580.0,25,24,25,25,25,680.0,680.0,700.0,690.0,680.0,690.0,700.0,690.0,690.0,5
37_NY_145,37_NY_145!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,History,580.0,580.0,25,24,24,26,25,680.0,700.0,700.0,700.0,690.0,680.0,700.0,680.0,690.0,4
37_NY_146,37_NY_146!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,Psychology,590.0,590.0,25,24,24,25,24,700.0,690.0,690.0,700.0,700.0,700.0,700.0,690.0,690.0,6
37_NY_147,37_NY_147!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,Philosophy,580.0,590.0,25,24,26,25,25,690.0,700.0,690.0,690.0,700.0,700.0,680.0,680.0,680.0,4
37_NY_148,37_NY_148!,NY,Island Trees High School,Levittown,NY,3.7,2025,Mathematics,Philosophy,590.0,590.0,26,25,25,25,25,700.0,700.0,700.0,700.0,680.0,700.0,690.0,690.0,700.0,6
37_NY_149,37_NY_149!,NY,Island Trees High School,Levittown,NY,3.6,2024,Mathematics,Philosophy,600.0,600.0,24,26,25,26,25,690.0,680.0,680.0,680.0,690.0,690.0,700.0,700.0,700.0,5
37_NY_150,37_NY_150!,NY,Island Trees High School,Levittown,NY,3.7,2024,Mathematics,English,580.0,600.0,26,24,24,24,24,680.0,700.0,680.0,700.0,690.0,680.0,690.0,690.0,680.0,5
37_NY_151,37_NY_151!,NY,Island Trees High School,Levittown,NY,3.9000000000000004,2025,Mathematics,History,600.0,600.0,26,24,25,24,25,700.0,690.0,690.0,680.0,700.0,690.0,690.0,690.0,690.0,6
37_NY_152,37_NY_152!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2024,Mathematics,Philosophy,600.0,590.0,26,26,25,24,25,680.0,680.0,680.0,700.0,690.0,700.0,680.0,690.0,700.0,5
37_NY_153,37_NY_153!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2025,Mathematics,History,590.0,580.0,26,24,24,24,24,680.0,700.0,680.0,700.0,690.0,690.0,690.0,690.0,690.0,4
37_NY_154,37_NY_154!,NY,Island Trees High School,Levittown,NY,3.5,2024,Mathematics,Psychology,590.0,580.0,24,26,25,25,25,700.0,690.0,700.0,680.0,680.0,680.0,680.0,700.0,680.0,6
37_NY_155,37_NY_155!,NY,Island Trees High School,Levittown,NY,3.9000000000000004,2024,Mathematics,History,600.0,590.0,26,24,26,25,25,680.0,700.0,700.0,680.0,690.0,700.0,680.0,690.0,680.0,5
37_NY_156,37_NY_156!,NY,Island Trees High School,Levittown,NY,3.7,2025,Mathematics,Psychology,580.0,580.0,25,24,25,26,25,680.0,690.0,690.0,680.0,700.0,700.0,690.0,700.0,700.0,4
37_NY_157,37_NY_157!,NY,Island Trees High School,Levittown,NY,3.8000000000000003,2025,Mathematics,Psychology,600.0,580.0,25,24,25,24,24,690.0,690.0,680.0,680.0,680.0,690.0,690.0,690.0,700.0,5
37_NY_158,37_NY_158!,NY,Island Trees High School,Levittown,NY,3.6,2025,Mathematics,Philosophy,600.0,580.0,26,26,26,25,26,700.0,680.0,700.0,700.0,680.0,690.0,690.0,680.0,700.0,5
37_NY_159,37_NY_159!,NY,Island Trees High School,Levittown,NY,3.6,2024,Mathematics,Psychology,590.0,580.0,25,26,25,25,25,700.0,690.0,690.0,690.0,690.0,700.0,700.0,700.0,700.0,6
37_TX_160,37_TX_160!,TX,Fairfield High School,Fairfield,TX,3.7,2024,Mathematics,Psychology,580.0,600.0,24,24,24,24,24,700.0,690.0,680.0,690.0,680.0,680.0,700.0,690.0,680.0,6
37_TX_161,37_TX_161!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2025,Mathematics,History,580.0,600.0,24,25,26,25,25,690.0,700.0,700.0,690.0,680.0,700.0,680.0,700.0,690.0,5
37_TX_162,37_TX_162!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2024,Mathematics,Psychology,580.0,580.0,26,24,24,25,25,680.0,690.0,680.0,690.0,690.0,680.0,680.0,700.0,700.0,6
37_TX_163,37_TX_163!,TX,Fairfield High School,Fairfield,TX,3.6,2024,Mathematics,Philosophy,580.0,600.0,25,24,26,25,25,680.0,700.0,680.0,700.0,700.0,680.0,680.0,690.0,680.0,4
37_TX_164,37_TX_164!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2024,Mathematics,History,600.0,600.0,26,26,25,25,26,690.0,690.0,700.0,680.0,690.0,680.0,680.0,700.0,690.0,6
37_TX_165,37_TX_165!,TX,Fairfield High School,Fairfield,TX,3.6,2025,Mathematics,Psychology,590.0,600.0,25,25,26,25,25,690.0,680.0,690.0,690.0,700.0,690.0,700.0,700.0,690.0,4
37_TX_166,37_TX_166!,TX,Fairfield High School,Fairfield,TX,3.8000000000000003,2024,Mathematics,English,600.0,600.0,24,26,25,24,25,690.0,680.0,690.0,680.0,680.0,690.0,690.0,700.0,680.0,5
37_TX_167,37_TX_167!,TX,Fairfield High School,Fairfield,TX,3.5,2024,Mathematics,English,580.0,600.0,25,24,26,25,25,680.0,680.0,680.0,700.0,690.0,690.0,690.0,700.0,680.0,6
37_TX_168,37_TX_168!,TX,Fairfield High School,Fairfield,TX,3.5,2024,Mathematics,Philosophy,590.0,580.0,25,26,24,26,25,700.0,690.0,680.0,700.0,690.0,700.0,700.0,700.0,690.0,6
37_TX_169,37_TX_169!,TX,Fairfield High School,Fairfield,TX,3.7,2025,Mathematics,English,590.0,580.0,26,24,24,25,25,700.0,700.0,700.0,690.0,700.0,680.0,700.0,690.0,690.0,5
37_TX_170,37_TX_170!,TX,Fairfield High School,Fairfield,TX,3.5,2024,Mathematics,Philosophy,590.0,590.0,26,26,25,26,26,690.0,680.0,680.0,690.0,690.0,680.0,700.0,700.0,700.0,4
37_TX_171,37_TX_171!,TX,Fairfield High School,Fairfield,TX,3.7,2025,Mathematics,English,590.0,600.0,24,25,25,24,24,690.0,700.0,680.0,690.0,690.0,680.0,680.0,690.0,680.0,6
37_TX_172,37_TX_172!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2024,Mathematics,Philosophy,600.0,600.0,25,25,24,26,25,690.0,700.0,700.0,700.0,690.0,690.0,700.0,680.0,690.0,5
37_TX_173,37_TX_173!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2024,Mathematics,History,590.0,600.0,25,25,26,24,25,700.0,690.0,690.0,700.0,700.0,690.0,690.0,690.0,680.0,5
37_TX_174,37_TX_174!,TX,Fairfield High School,Fairfield,TX,3.7,2025,Mathematics,Philosophy,580.0,590.0,25,25,26,25,25,680.0,690.0,690.0,690.0,700.0,700.0,700.0,700.0,690.0,4
37_TX_175,37_TX_175!,TX,Fairfield High School,Fairfield,TX,3.6,2024,Mathematics,Psychology,580.0,590.0,26,25,25,24,25,690.0,690.0,690.0,690.0,690.0,690.0,680.0,700.0,690.0,4
37_TX_176,37_TX_176!,TX,Fairfield High School,Fairfield,TX,3.5,2024,Mathematics,English,580.0,580.0,26,25,26,26,26,690.0,700.0,690.0,700.0,680.0,690.0,690.0,680.0,700.0,6
37_TX_177,37_TX_177!,TX,Fairfield High School,Fairfield,TX,3.9000000000000004,2025,Mathematics,Psychology,580.0,600.0,25,25,24,25,25,680.0,690.0,680.0,700.0,680.0,680.0,700.0,690.0,700.0,6
37_TX_178,37_TX_178!,TX,Fairfield High School,Fairfield,TX,3.7,2025,Mathematics,History,600.0,580.0,25,26,25,26,26,690.0,680.0,690.0,680.0,700.0,690.0,690.0,700.0,680.0,5
